0,2024-09-14 14:26:18,2024-09-14 14:26:28,10.0,"neutral,sad,neutral,neutral,neutral",46.0
1,2024-09-14 14:26:28,2024-09-14 14:26:29,1.0,neutral,70.0
2,2024-09-14 14:26:29,2024-09-14 14:26:30,1.0,neutral,70.0
3,2024-09-14 14:26:30,2024-09-14 14:26:32,2.0,"neutral,neutral",70.0
4,2024-09-14 14:26:33,2024-09-14 14:26:35,2.0,neutral,70.0
5,2024-09-14 14:26:52,2024-09-14 14:26:54,2.0,"neutral,neutral",70.0
